устройство,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,day 91
616681,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000,616000
686140,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
693953,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000
634828,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000
659671,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
638490,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000,777000
638745,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000
699577,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
688242,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000,194000
609166,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000
676374,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000,478000
634773,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000,458000
658899,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
608006,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000
633476,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
625045,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
698942,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000
608021,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000,577000
639717,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000,454000
634913,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000
645368,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000
676390,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
693658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636033,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000
695156,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
607709,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000,263000
606006,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
609355,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000
616767,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000,451000
634861,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000,945000
668645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622460,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000,274000
648534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609284,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
698630,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000,180000
609273,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
638485,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
609401,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000,578000
609108,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000,107000
